dish_ID,Fat to Protein,Carb to Protein
dish_1562008695,0.166666667,2.777777778
dish_1568319725,19.79582159,3.854860015
dish_1563998244,0.425600877,0.674930249
dish_1558641211,0.222222222,11.11111111
dish_1561491121,5.167398312,2.089884563
dish_1562009006,0.652351222,0.540432593
dish_1558723894,1.921214471,2.595849681
dish_1559240089,0.396878931,21.09134627
dish_1560800951,1.00500984,3.295368324
dish_1560270585,0.283018868,17.69811321
dish_1558379876,1.314458472,0.470713993
dish_1557936599,0.166666667,2.916666667
dish_1562611649,1.367264714,1.602570683
dish_1559838279,0.993517018,4.038898163
dish_1560801859,0.708342961,1.180842615
dish_1563566674,3.81286268,5.33810564
dish_1567107049,4.64516129,8.032258065
dish_1567537457,0.938701124,2.79131154
dish_1558637896,0.285714286,25.71428688
dish_1558721559,0.222222222,11.11111111
dish_1563305321,1.331623774,11.10215529
dish_1558630600,0.666666667,46.66666432
dish_1566328894,0.839285714,2.991071529
dish_1567022147,0.146620848,4.436426117
dish_1559841023,0.714285714,0.214285714
dish_1565210073,0.610270611,2.578696043
dish_1562861125,0.533042938,0.168190382
dish_1564171970,0.509496433,0.782763078
dish_1567542914,0.718315345,1.653600177
dish_1566931674,1.315074911,0.396219345
dish_1560454513,4.541206843,3.308765533
dish_1560270630,0.109356015,17.88335419
dish_1558115601,0.05,8.50000045
dish_1562871448,0.633612743,4.820543479
dish_1558029923,0.918101711,3.664561264
dish_1565898723,0.130157354,0.19964664
dish_1565194684,0.020000001,0.070000002
dish_1568401167,0.567901219,0.567901219
dish_1563813221,0.382145069,2.648529879
dish_1563309315,0.216752896,0.14380966
dish_1560443437,0.428571429,19.9999993
dish_1562963583,0.881818182,3
dish_1565107119,0.286579569,0.540138157
dish_1563553756,1.317030987,0.870567861
dish_1565020755,1.135135135,0.037837838
dish_1565119642,0.176470588,2.490196078
dish_1560526408,4.54025721,2.040256095
dish_1564427455,0.767279514,0.134904875
dish_1564429184,0.579787265,0.494680903
dish_1562950018,3.238095238,8.571428907
dish_1566502061,0.655853096,1.165680689
dish_1558639167,0.666666667,46.6666645
dish_1562788816,0.643342727,1.174675197
dish_1558719040,0.25,10
dish_1567801748,0.650714932,1.593336096
dish_1559844063,0.321882001,27.30395668
dish_1565036953,0.650443592,1.157231164
dish_1559848857,0.375,16.25
dish_1558375667,2.209821391,1.013392857
dish_1558640705,0.355893536,18.81140684
dish_1561407312,0.4078645,1.411677619
dish_1560799368,0.555693216,0.181335975
dish_1563911156,0.276487941,0.29802409
dish_1557937715,0.583333333,10
dish_1562009894,2.134229819,5.309689658
dish_1558725621,1.597483715,1.502086262
dish_1563464627,0.858369099,4.324034428
dish_1565898511,5.01594533,5.624145786
dish_1563812535,0.394977586,0.084485108
dish_1560526447,4.660579135,1.949258439
dish_1559149650,0.222222222,11.11111111
dish_1561575300,0.574164992,0.298463831
dish_1563564797,0.758233821,0.923214831
dish_1563551164,0.46899676,2.633205553
dish_1568048053,0.972177962,0.233406576
dish_1561575274,0.591452821,0.145277828
dish_1564073716,0.244858916,0.451185775
dish_1566934455,0.883527041,0.790868979
dish_1563395374,0.860067647,3.333448306
dish_1562012048,0.510119076,4.571036361
dish_1566413419,0.318846971,0.311296031
dish_1558115282,0.014285714,0.021428571
dish_1568401233,0.585026487,0.836948587
dish_1562095283,3.748034957,2.234448627
dish_1560541706,3.092430155,2.096074495
dish_1565798558,3.672446507,2.83063184
dish_1562703447,0.970020553,2.034035196
dish_1562690047,7.005568829,2.714256872
dish_1563206562,4.692309722,18.2307743
dish_1561577219,0.723735509,1.333349207
dish_1559158425,0.137931034,1.24137931
dish_1558030383,1.135135135,0.037837838
dish_1561663541,0.346153846,8.846153846
dish_1558379588,0.014285714,0.021428571
dish_1561654732,1.056187767,0.870554765
dish_1567110519,7.005565675,2.714254984
dish_1565725071,1.963864886,6.509034171
dish_1562702379,1.573192235,2.502850536
dish_1560975491,0.65625,1.34375
dish_1566413388,0.119523031,0.19503213
dish_1560974769,0.131063893,10.08444905
dish_1564427430,0.774926932,0.075998698
dish_1559925083,0.923858966,3.670127406
dish_1565898331,0.359873232,0.253565053
dish_1561134156,0.201650943,16.96698172
dish_1559240875,0.25,37.99999877
dish_1565209922,0.605325325,2.473753716
dish_1564169197,1.181818182,1.627272727
dish_1561060448,0.839285714,2.991071646
dish_1565811390,0.529893556,1.508866521
dish_1567785622,0.428571429,20
dish_1565809033,0.026000128,0.26711543
dish_1563389446,2.098335613,2.597298794
dish_1562617492,0.6870734,0.992074617
dish_1558628339,1.135135135,0.037837838
dish_1560356627,1.203567546,0.109625497
dish_1566847483,0.97728205,0.842670425
dish_1562785159,0.826467437,0.476772762
dish_1560455179,3.137594612,6.330881783
dish_1568056258,0.174175948,0.212099285
dish_1558637351,0.666666667,46.6666645
dish_1562875273,0.381610293,0.875179237
dish_1562099134,0.791811822,1.046818683
dish_1565118096,0.158072848,0.606443256
dish_1558116260,2.209821297,1.013392797
dish_1563986093,1.069505556,1.061078455
dish_1562690144,1.108667804,0.195083063
dish_1558461760,0.222222222,4.333333333
dish_1559751744,0.827902177,0.681262729
dish_1562097673,0.915335007,0.741825449
dish_1564086778,0.611523941,1.586016359
dish_1563207389,0.90451276,2.481163736
dish_1567022338,0.237148438,0.278779572
dish_1560368815,2.888568957,1.85564798
dish_1561405934,0.449667235,0.844799557
dish_1563206409,1.124444389,0.148000002
dish_1563208094,4.692306958,18.23076556
dish_1564774773,1.208333155,2.916666548
dish_1563564760,0.712602849,1.184670159
dish_1565031338,0.607942578,0.323813428
dish_1560961179,1.099999894,0.159999985
dish_1558030182,0.05,8.5
dish_1563551397,1.017972445,0.444358291
dish_1564518850,1.43902439,5.975609961
dish_1564689168,1.826216089,1.175424827
dish_1565797699,1.768492987,7.159649719
dish_1568060646,0.161104718,3.724396433
dish_1559845018,1.769690537,2.907719338
dish_1562183175,2.063887709,4.322514606
dish_1564083534,0.760874991,0.547628849
dish_1565382969,0.137931034,1.24137931
dish_1559846311,0.25,37.99999751
dish_1565810205,0.848555558,0.39509833
dish_1556575499,2.39958159,3.70223152
dish_1562945851,1.309566092,10.08804138
dish_1567106594,0.222222222,4.333333333
dish_1561666897,0.638210588,1.566234237
dish_1561661972,0.055555556,3.888888889
dish_1558722906,0.774193548,7.096773835
dish_1557853314,0.125,18.37499933
dish_1562963246,0.83928558,2.991071429
dish_1560366998,0.210206561,11.72296598
dish_1565896745,0.927739182,0.39496123
dish_1564777986,0.66784115,0.757138211
dish_1560526472,4.027225131,4.650697149
dish_1563565683,0.876114903,0.247425658
dish_1558459528,0.222222222,4.333333333
dish_1561578839,0.993802246,2.908907492
dish_1562787817,0.84102638,0.656669398
dish_1560367296,0.861665121,1.409397758
dish_1560369421,0.716945153,0.675921791
dish_1565981769,1.331621107,11.10214208
dish_1557862783,0.494267713,0.076364646
dish_1558549086,0.05,8.5
dish_1562945131,1.208333865,2.916667729
dish_1562784242,0.881818182,3
dish_1564685406,0.971260347,0.272772121
dish_1562611878,1.722393085,2.912856137
dish_1561579845,0.402005906,0.120017455
dish_1560543505,0.729306488,3.122723234
dish_1559844928,0.05,8.5
dish_1563555100,1.057326917,0.654002714
dish_1562945332,0.366971695,0.754467
dish_1558721700,0.25,10
dish_1561146781,0.169170994,6.518449707
dish_1564601470,0.142857143,7.285714286
dish_1559246053,0.220375335,17.13833753
dish_1562096608,1.009409219,1.138738807
dish_1565711527,1.732562738,1.836069106
dish_1560453412,0.320141399,1.278309506
dish_1565123881,0.64382912,1.031225319
dish_1563996656,0.883918255,0.58001864
dish_1566931548,2.342129229,3.501578484
dish_1561661552,0.444673323,1.80649334
dish_1562009314,0.382145493,2.648530515
dish_1561392459,1.186576607,0.49252843
dish_1561480460,1.001924727,1.754588454
dish_1562094694,5.167713361,3.227739148
dish_1565895808,1.48005698,3.888888889
dish_1560888817,3.238095238,8.571428571
dish_1563475826,0.2,21.54545341
dish_1563550950,1.127331711,0.118248175
dish_1562959700,0.517400148,0.605172893
dish_1558458541,2.209821323,1.013392768
dish_1566414780,0.34590881,0.325648151
dish_1567785130,2.177419492,4.809475636
dish_1563567319,0.876114929,0.247425671
dish_1558375833,1.414507749,0.217616568
dish_1561576074,0.7348223,0.92589866
dish_1561737776,0.858369043,4.324033822
dish_1564778057,1.062394895,1.110929875
dish_1566330466,0.555021716,0.838306909
dish_1563823423,0.472284356,0.196171123
dish_1563464457,1.036679537,2.321842113
dish_1559925037,1.135135135,0.037837838
dish_1565898432,0.633009092,0.284958285
dish_1566328961,0.478089003,0.767899111
dish_1562602627,1.952230316,1.140147998
dish_1564589366,0.512748539,1.371722278
dish_1564170923,0.506620442,0.915715025
dish_1562788536,1.224527603,8.29047777
dish_1558113255,0.25,10
dish_1565987054,0.116971241,0.047954046
dish_1563565508,0.94278873,1.21939798
dish_1565811025,0.117287164,0.066689102
dish_1564000536,0.617766823,1.384976248
dish_1559678457,0.871956569,0.697125362
dish_1558722685,0.25,10
dish_1566851584,0.781573592,2.471662725
dish_1565020926,0.483379786,2.632038312
dish_1560357792,1.810126835,4.139240506
dish_1561739719,0.450053633,7.31602461
dish_1561748862,0.486024933,0.211996877
dish_1559842409,1.998200015,1.833733176
dish_1562173411,1.292049664,0.138813766
dish_1558723742,1.671219437,3.019136961
dish_1560455000,0.140127389,3.47133758
dish_1562010821,0.625089059,0.145748815
dish_1566416701,0.219279834,0.095653199
dish_1567526814,0.158539834,0.759535471
dish_1560527070,0.05,8.5
dish_1559590130,0.114439367,0.042381855
dish_1568047973,1.107270894,0.34501591
dish_1565034681,1.816555308,2.800534321
dish_1562180157,1.130418882,0.398776612
dish_1565627800,0.108869009,0.712508465
dish_1560800836,1,2.666666569
dish_1562086037,0.428571429,20.00000118
dish_1568405466,3.599484362,6.907476437
dish_1558639673,0.222222222,4.333333333
dish_1560367116,0.679646831,1.320011967
dish_1562959547,1.419405133,0.809542211
dish_1565711154,0.46889458,0.337590648
dish_1565638515,0.644065433,0.535790392
dish_1564073641,2.500000986,18.00000394
dish_1566414891,4.447527801,4.473281217
dish_1562876674,0.429580142,1.264843911
dish_1558028690,0.2,18
dish_1565987142,0.420646661,0.195529896
dish_1560874751,0.872889386,4.674020335
dish_1560456305,4.111112329,2.463745235
dish_1563393341,0.249999857,2.977273678
dish_1562959379,3.039402069,2.603178704
dish_1559240256,0.166666667,2.916666667
dish_1562959485,4.111109808,2.463742751
dish_1562170236,0.35621073,20.53069164
dish_1562876494,0.180590887,0.083689133
dish_1558376984,1.003168882,0.665272799
dish_1563820806,0.133563798,0.334314155
dish_1567801520,0.528289859,0.663097959
dish_1559239985,0.25,37.99999877
dish_1563477659,0.382145641,2.648530249
dish_1562613974,0.508887385,0.523874915
dish_1567526888,0.160482087,1.082418927
dish_1558030832,0.125,18.37499913
dish_1565798531,7.005568795,2.714257173
dish_1563555160,1.048685661,1.58252071
dish_1564777933,0.839285714,2.991071658
dish_1565981898,1.264877206,0.688017818
dish_1561739265,0.934512115,3.847600617
dish_1559062082,0.848751335,0.865635346
dish_1559850314,2.118854975,1.54738746
dish_1566417475,3.440714531,5.773815078
dish_1565119493,0.813863029,1.56918133
dish_1566920339,0.086105791,0.547934244
dish_1566402232,0.184172595,1.10699127
dish_1560887435,0.81408854,2.695847113
dish_1558641358,0.166666667,2.777777778
dish_1560801829,0.942397205,2.71336387
dish_1558724853,0.088235294,2.647059073
dish_1562008476,0.57261538,0.584095126
dish_1563207277,4.692307692,18.23077
dish_1563812508,0.019999999,0.069999997
dish_1568055963,13.375,7.875
dish_1559244417,4.887898321,1.677730451
dish_1562615283,0.744469495,0.213731124
dish_1565117429,0.839285663,2.991071429
dish_1560802149,0.436454768,0.262713165
dish_1564689138,3.787751458,2.675790735
dish_1562180025,0.939206234,0.218914566
dish_1562872432,0.167834128,0.648821733
dish_1563897938,1.135135135,0.037837838
dish_1562686548,0.87270602,0.760704895
dish_1562184705,0.879333873,0.224157042
dish_1566934366,0.839285714,2.991071429
dish_1561134102,0.333333333,12.66666667
dish_1568318286,0.181818182,2.409090909
dish_1565727921,1.160975061,0.585223334
dish_1563568148,0.938419538,0.32964846
dish_1565119698,0.544829044,0.679325911
dish_1564428404,6.137785554,3.941615135
dish_1562958809,0.836537831,1.548402253
dish_1563996308,0.22979079,0.292041424
dish_1561060642,0.505063592,1.068414519
dish_1560453150,3.766277389,2.359295668
dish_1562946006,1.296832137,0.196058874
dish_1565725156,0.193115724,0.392402987
dish_1562096907,0.81876126,0.347847555
dish_1561749778,0.459202427,0.4824256
dish_1562775110,0.2,18.00000071
dish_1565641943,0.349621385,1.015980641
dish_1562168427,0.05021191,2.406077078
dish_1558376437,0.25,10
dish_1563567599,5.227840157,1.829202281
dish_1561481634,1.065614905,1.089396358
dish_1558632233,0.604993313,5.285777976
dish_1562875320,0.461113806,1.296380313
dish_1565383159,1.027467366,0.280051182
dish_1560441247,0.133333333,1.466666667
dish_1562775047,0.540939193,9.1089705
dish_1568660810,1,2.666666667
dish_1563468240,0.279577995,18.0421997
dish_1560367904,0.849605541,0.358922465
dish_1567625434,0.388055193,0.35619238
dish_1561049320,1.135135135,0.037837838
dish_1561661324,0.65625,1.34375
dish_1562691383,0.125,18.375
dish_1564588919,0.30314191,1.633977731
dish_1561575192,1.754595505,2.407790203
dish_1558115960,0.05,8.5
dish_1561661449,0.517400211,0.605172971
dish_1565207694,0.82486635,0.997217769
dish_1568318361,0.71743464,0.186916823
dish_1562788032,0.627993411,1.319423191
dish_1567106620,0.149590164,4.432377049
dish_1558723982,2.209821323,1.013392768
dish_1561749908,0.463976715,0.645331783
dish_1560444637,1.077202302,0.867948844
dish_1562789301,0.694465187,1.937701398
dish_1558641253,0.774193548,7.096774487
dish_1559235771,0.858369099,4.324034533
dish_1561753203,0.508399316,0.295240241
dish_1558114441,1.414507772,0.21761658
dish_1566851115,3.748035395,2.234448746
dish_1559590005,1.128472541,2.676205337
dish_1558031133,0.125,18.375
dish_1559668272,2.083863006,1.783527826
dish_1566933498,0.618754237,0.426305407
dish_1562700593,0.804582151,0.502397728
dish_1565972628,0.938450244,0.18273664
dish_1562096343,0,2
dish_1557861837,0.66992412,0.512761554
dish_1565382762,1.008673584,2.887297904
dish_1565984299,0.340173561,4.017597415
dish_1565109659,0.331951899,0.865636013
dish_1558722636,0.222222222,11.11111111
dish_1565034281,1.598542789,5.478732757
dish_1558376212,2.209821239,1.01339277
dish_1561575977,0.683385022,0.804048835
dish_1563304369,0.354737079,0.587691882
dish_1562876709,0.451600377,1.319849779
dish_1558632921,0.666666667,46.66666882
dish_1563465847,1.163034843,0.407983861
dish_1561148481,0.773778244,1.016877927
dish_1558109986,1.414507772,0.21761658
dish_1558722665,0.166666667,2.777777778
dish_1558028606,0.166666667,12.66666667
dish_1565898230,0.577135879,0.266831769
dish_1561574394,2.028617979,1.452063217
dish_1565208611,0.539747486,1.898319832
dish_1560367085,0.535621112,2.134457154
dish_1561753432,0.583267429,0.505923577
dish_1561492703,0.820923498,0.890757867
dish_1561663786,0.774193548,7.096774194
dish_1558629488,0.166666667,2.777777778
dish_1565808943,0.222222222,4.333333333
dish_1562790259,1.603435538,0.288944657
dish_1558380058,2.209821429,1.013392857
dish_1559844030,0.428571429,11.42857143
dish_1559845745,0.099875931,15.85669913
dish_1565024741,1.126967613,0.47692517
dish_1560456814,0.816943693,1.091872582
dish_1567020340,1.208333005,2.916666137
dish_1561579867,0.553277818,0.21044463
dish_1562173200,0.553503546,1.993253582
dish_1560798854,0.827686656,2.157081718
dish_1564160043,0.148514836,4.851484658
dish_1562777068,1.016926417,0.719905866
dish_1566501575,4.645160992,8.032258065
dish_1558722125,2.209821429,1.013392805
dish_1564690038,0.044444444,2.222222359
dish_1563822546,0.65625,1.34375
dish_1558640808,0.222222222,11.11111111
dish_1566923030,2.383632117,3.163956858
dish_1565640227,0.932499931,2.804166736
dish_1558122740,0.269156863,0.790558817
dish_1561746912,0.39306572,1.310254871
dish_1563217895,0.810398369,3.019779432
dish_1562950934,0.124299066,0.82406545
dish_1561662562,0.647681784,1.370232186
dish_1567108037,0.730119976,0.331323666
dish_1561575951,0.665975355,1.000998608
dish_1565031376,0.582257614,0.466649784
dish_1564515049,0.782067491,1.453115807
dish_1565972674,1.071252877,0.238148857
dish_1558719570,0.666666667,46.66666667
dish_1558546434,0.137931034,1.24137931
dish_1566413356,0.117273506,0.065165136
dish_1568047932,1.20833356,2.916666731
dish_1564429270,0.920561172,0.715937995
dish_1562173267,1.267230397,0.849866789
dish_1562700760,0.509898393,0.44718497
dish_1564432128,1.394287684,2.669791041
dish_1558641200,0.222222222,11.11111111
dish_1561578775,0.839285714,2.991071509
dish_1563898019,0.936046822,0.434195797
dish_1561392543,9.188885875,12.69712706
dish_1565021714,0.086641483,0.948516772
dish_1562096933,0.80181904,0.426454836
dish_1561667207,0.517400171,0.605172904
dish_1559590157,0.151355418,0.131050059
dish_1558630450,0.285714286,25.71428571
dish_1560367258,0.719167344,1.363161836
dish_1563827188,0.440683103,1.195778335
dish_1567785778,1.298882533,2.7885944
dish_1562613376,1.029410149,0.713043715
dish_1558722871,0.166666667,2.777777778
dish_1568305198,0.965635698,0.106529205
dish_1560527168,1.202670414,1.622134846
dish_1562875159,0.881818275,3
dish_1556575014,13.375,7.875
dish_1563820775,0.25,2.977272727
dish_1560798656,0.839285562,2.991071181
dish_1558116547,0.014285714,0.021428571
dish_1558721345,0.166666667,2.777777778
dish_1566937992,0.839285642,2.991071172
dish_1558725286,1.979860797,1.221681997
dish_1559240510,0.340324443,4.971876688
dish_1565382995,0.085617724,1.529102516
dish_1566501067,0.489953435,0.246659551
dish_1558639979,2.209821379,1.013392857
dish_1560529804,0.333333333,12.66666667
dish_1557863056,7.5,4.5
dish_1565210037,0.593024944,3.041893298
dish_1559240382,1.331620936,11.10214358
dish_1568060722,0.264107584,0.189959307
dish_1562603569,1.248294131,1.527057644
dish_1565726949,0.933283859,0.763236285
dish_1561741139,1.135135135,0.037837838
dish_1563218987,0.624727859,0.567497242
dish_1563824130,0.281393214,5.452960355
dish_1558640145,0.624105354,12.05267621
dish_1558115047,0.405895676,0.295801067
dish_1566402123,0.184007365,0.824468256
dish_1558630488,0.25,10
dish_1559678367,3.455914453,2.063367668
dish_1560453328,0.357262011,0.269051761
dish_1566329049,0.464551861,1.300622869
dish_1562945186,0.642228315,1.297462519
dish_1564170283,0.587021114,0.575059891
dish_1563217774,0.610512618,2.98776223
dish_1565728494,0.448971877,0.768655715
dish_1558380152,0.014285714,0.021428571
dish_1560799277,0.756586948,2.985407377
dish_1558639440,0.666666667,46.66666667
dish_1564082212,0.22891129,0.183508899
dish_1563206601,0.296769568,0.564694325
dish_1562614088,0.166666667,2.916666667
dish_1563222850,0.371628604,0.841963937
dish_1565711115,0.362880896,0.060110805
dish_1563304925,0.220220527,0.084485889
dish_1564775216,0.832655224,0.38863941
dish_1559238608,0.241709654,22.55121555
dish_1568319838,0.775855652,1.003319157
dish_1558630176,0.666666667,46.66666432
dish_1563220087,0.874727669,2.70424823
dish_1565209963,0.557585791,2.511139317
dish_1565194781,0.117710919,0.796594223
dish_1568404850,0.468085106,6.361702128
dish_1565024675,0.965635739,0.10652921
dish_1564686791,0.500972107,0.784379382
dish_1559593746,3.555225985,2.731188385
dish_1565382886,1.013798687,2.739213021
dish_1563391333,1.444445372,3.777778705
dish_1562775241,0.559709242,7.289719626
dish_1558375732,0.285714286,25.71428571
dish_1558459664,1.581477119,4.16304023
dish_1568666263,0.118795315,2.756553263
dish_1562691466,0.934852973,1.63282277
dish_1566333228,0.53828364,1.048111591
dish_1567007848,0.350453172,15.00664653
dish_1567107989,2.667815134,2.931075249
dish_1559590202,0.144384381,0.54918191
dish_1566332085,0.090750436,1.5008726
dish_1562774980,0.583333333,4.999999793
dish_1565638365,0.800637888,0.887004341
dish_1563823359,0.461178093,0.15941865
dish_1558638896,0.222222222,4.333333333
dish_1566589933,0.6,0.2375
dish_1563565289,0.774193548,7.09677456
dish_1562617370,1,2.666666667
dish_1560541793,0.27644979,0.345781625
dish_1565724509,0.529411765,4.588235294
dish_1562788760,0.682520885,0.204568779
dish_1566501447,0.083263952,0.277373061
dish_1558637214,0.285714286,25.71428571
dish_1561494032,2.736818424,2.424612846
dish_1558724607,0.2,18
dish_1561492628,0.65625,1.34375
dish_1558719066,0.666666667,46.66666432
dish_1565727875,0.473689883,0.585223414
dish_1561662532,0.964552756,3.231010934
dish_1562945393,0.430994355,1.272089928
dish_1560443474,0.363773206,21.70095334
dish_1562873838,0.334740571,0.206512522
dish_1562700957,1.129445328,1.043185668
dish_1562959799,0.690064336,1.494467494
dish_1562699652,1.56313259,4.873965699
dish_1558723960,0.166666667,2.777777778
dish_1562959024,0.886931098,1.358448558
dish_1563897492,0.089772552,0.899390998
dish_1562096973,0.879006376,0.454919716
dish_1561577848,0.219279852,0.095653209
dish_1563476577,0.713733325,0.90794779
dish_1565021141,1.048364009,1.04298616
dish_1565382856,1.04755884,2.870973987
dish_1558636483,0.666666667,46.6666645
dish_1559841127,0.903222478,1.204781176
dish_1566838286,0.2,25.99999724
dish_1565369938,1.135135135,0.037837838
dish_1562775549,0.201328186,1.097399175
dish_1559149719,0.907981426,0.280470499
dish_1561062237,0.472537894,0.468989189
dish_1561665065,0.321162103,0.298590303
dish_1562183201,1.362546416,3.537845419
dish_1558630207,2.20982142,1.013392857
dish_1561576652,0.653766137,3.633153691
dish_1566414642,0.362657258,0.676848846
dish_1562788845,0.643887979,1.181816776
dish_1559667948,0.858369099,4.324034899
dish_1558547124,2.209821429,1.013392857
dish_1562602888,0.309638,1.145568518
dish_1561567086,0.178677196,16.90424531
dish_1560874667,1.05728028,2.237428946
dish_1567110783,0.625902527,0.483969082
dish_1561576767,0.354297543,0.865086495
dish_1564601528,2.579341941,8.297792586
dish_1563304958,0.242947143,0.093642485
dish_1561577119,0.73356681,1.774515221
dish_1565896039,0.703156093,1.768110094
dish_1558725760,0.666666667,46.66666874
dish_1558113430,0.181818182,2.409090909
dish_1567526785,0.156188348,0.59934978
dish_1561407249,0.436168934,0.316291006
dish_1563221562,0.434793289,1.038257719
dish_1563305401,0.88366047,0.66514988
dish_1563911215,0.331566817,0.934253659
dish_1563481030,4.854307949,5.294640325
dish_1563303386,0.313187074,0.595320745
dish_1566328929,0.688354188,1.257968066
dish_1567525744,2.893685798,1.900011449
dish_1564590226,1.200957395,15.84489479
dish_1560799615,1.634430649,2.952575836
dish_1562168471,0.333222354,2.907587418
dish_1559243139,1.331623108,11.10215909
dish_1562702091,1.78524121,3.199061188
dish_1559845513,0.174790438,17.13194505
dish_1563304881,0.179747802,0.07342288
dish_1558550181,0.285714286,25.71428571
dish_1565641844,0.839285714,2.991071623
dish_1561746970,0.359449109,1.452307513
dish_1562700931,2.196814753,3.522992764
dish_1560539340,0.867272415,0.408621847
dish_1565123783,0.839285714,2.991071429
dish_1567789230,1.649769755,0.265821812
dish_1565638478,1.48005698,3.888888889
dish_1558639662,0.222222222,4.333333333
dish_1558549806,2.041082371,1.674818125
dish_1558724766,0.666666667,46.66666874
dish_1558640781,0.666666667,46.6666645
dish_1562700885,0.166666667,2.777777778
dish_1558629013,0.428571429,11.42857143
dish_1556572657,13.375,7.875
dish_1561654374,1.134593793,0.674810794
dish_1567024135,0.764368385,2.1952576
dish_1561667238,0.525725997,0.649459745
dish_1561576737,0.356312977,0.536787457
dish_1566849233,2.955645161,3.201612903
dish_1568649354,0.96367029,8.276849759
dish_1562010865,0.930009352,0.257273217
dish_1558460205,0.137931034,1.24137931
dish_1563465805,3.238095238,8.571428571
dish_1560455399,1.267050086,0.598731523
dish_1560203400,1,2.666666587
dish_1564428475,1.430671565,3.805423294
dish_1560888849,0.286643658,0.370446557
dish_1565987015,0.137931034,1.24137931
dish_1561060703,0.626777811,1.186686101
dish_1558468547,0.333333333,3.777777778
dish_1562963153,0.942487354,0.801293473
dish_1565030391,0.704366432,0.229268489
dish_1567537185,0.601543985,0.188718729
dish_1562945445,0.428486017,1.694090889
dish_1563566725,0.959438786,5.079655805
dish_1558028007,0.05,8.5
dish_1567801468,0.65625,1.34375
dish_1558636763,0.666666667,46.66666382
dish_1560368110,0.222222222,4.333333333
dish_1568405183,5.059914354,1.647257155
dish_1558635489,0.774193548,7.096774629
dish_1565036788,0.839285714,2.991071556
dish_1562963109,0.952978541,0.78462888
dish_1558031526,0.125,18.37500101
dish_1562700718,0.54038532,0.240174079
dish_1560799590,1.654777685,2.864198932
dish_1559842274,2.209821327,1.013392772
dish_1561580406,0.440296588,1.013366708
dish_1562958445,13.375,7.875
dish_1560367926,0.867941554,1.86227412
dish_1562011765,0.604046461,0.36252735
dish_1557861605,0.706521739,0
dish_1560961059,0.744703168,6.135016651
dish_1562775275,0.507333909,7.74805824
dish_1566414342,0.377835087,0.63824614
dish_1566333118,0.839285714,2.991071627
dish_1561654392,1.134794608,0.438477328
dish_1565799617,0.085394419,0.880471777
dish_1558718649,0.25,10
dish_1560543465,0.65625,1.34375
dish_1566851155,1.126739909,4.126062032
dish_1559245979,0.25,37.99999877
dish_1562788506,0.774193548,7.096774194
dish_1561392734,0.38125,16.35625078
dish_1560356314,5.059910667,1.647255064
dish_1562790170,4.887899188,1.67773069
dish_1558721587,0.774193548,7.096773835
dish_1559849020,0.285714286,25.71428571
dish_1562774531,1.506107829,1.824951083
dish_1567007719,0.25,10
dish_1558638292,0.237496068,14.49512488
dish_1563827110,0.757296596,2.844759956
dish_1564503219,0.2755678,0.062629046
dish_1562010418,0.866598821,0.472805217
dish_1562172643,0.676952421,0.28070624
dish_1562690112,1.113112967,0.213073628
dish_1559240987,1.331622249,11.10214643
dish_1561404458,0.752295131,0.456882917
dish_1568305225,1.435741954,0.200108389
dish_1562009810,0.346153846,8.846153846
dish_1566835701,0.057460409,0.542842962
dish_1563294465,0.276520509,21.42432744
dish_1567023184,0.397481265,0.499449023
dish_1566936323,0.525055551,0.2615656
dish_1563216381,0.166666667,2.916666667
dish_1563305948,0.474330291,0.290037623
dish_1567106870,1.081379507,1.532556404
dish_1567538303,0.673727866,0.284521092
dish_1559846825,0.881818182,3
dish_1561749348,0.486024996,0.211996899
dish_1559243704,0.25,37.99999877
dish_1562785328,3.062636436,4.286492357
dish_1558116146,0.285714286,25.714287
dish_1561577177,1.291549155,2.660778574
dish_1568665935,0.839285714,2.991071429
dish_1560368691,4.111111149,2.463743592
dish_1562168800,2.441891532,9.491609775
dish_1561654756,0.982649843,1.005520439
dish_1560802006,0.514881658,1.352200896
dish_1560801020,0.345034537,3.608638166
dish_1562602687,1.64401772,1.012306083
dish_1562949467,1.800000569,1.466667552
dish_1565811423,0.491052774,1.181327239
dish_1558632959,0.222222222,4.333333333
dish_1558639412,0.25,10
dish_1563464429,1.073418456,1.781485781
dish_1558725112,1.8102604,1.854514805
dish_1564169878,0.587021181,0.57506005
dish_1558028057,1.135134929,0.037837834
dish_1565812186,0.481557002,0.37520316
dish_1561406817,0.141126495,8.496569362
dish_1558115241,0.05,8.50000045
dish_1566331868,0.298130638,0.905640156
dish_1558630072,1.762283471,5.312491182
dish_1566849862,13.375,7.875
dish_1558375583,0.657679273,0.139317805
dish_1566931519,3.700000366,3.866666667
dish_1565724269,0.387436901,0.880711736
dish_1563812570,0.476704965,0.301132327
dish_1565813414,0.76399973,0.304012815
dish_1561654346,1.345110696,3.807637789
dish_1561148303,0.839285714,2.991071627
dish_1560801797,0.520936921,3.055032706
dish_1568401064,0.287352287,0.169746376
dish_1559844090,0.334839074,24.60756522
dish_1563568292,0.808267553,4.947549024
dish_1558723047,0.25,10
dish_1568061174,0.898605377,4.447047257
dish_1562776465,1.212233898,8.665505821
dish_1562086116,0.902993303,4.467579909
dish_1561661850,0.715086191,1.904295827
